id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
228720,387,1554090300000.0,1524598200000.0,,,,Hot Water System_Plant Enable,On/Off,,20,Yes,Command,166,11,5e67e25e7849a51d2c1dd2e3d560bb7f,nyserda+0000096580+hotWaterPlant+Hot Water System_Plant Enable,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228726,387,1554090300000.0,1524598200000.0,,,,Hot Water System_Dist Supply Temp Setpoint: Active,F,,2,137.4,Hot Water Supply Temperature Setpoint,131,1,9f357c7411bd41c7390db314de32cb6b,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Supply Temp Setpoint: Active,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228717,387,1554090300000.0,1524594600000.0,,,,Hot Water System_Dist Supply Temp Setpoint: Design,,,23,180,Virtual,434,18,d5b6d22cf14fdff44ac059938353a5a1,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Supply Temp Setpoint: Design,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228716,387,1554090300000.0,1524599100000.0,,,,Hot Water System_Dist Supply Temp In Control,,,23,Yes,Virtual,434,18,f96760e9d37db706c57a7fdf5104eda9,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Supply Temp In Control,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228721,387,1554090300000.0,1524595500000.0,,,,Hot Water System_Dist Delta T: Active,F,,2,8.9,Hot Water Differential Temperature,95,1,96344ad3adeeabea9408eeae1bc302e4,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Delta T: Active,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228714,387,1554090300000.0,1524594600000.0,,,,Hot Water System_Dist Delta T - Design,,,23,10,Virtual,434,18,73ebf12a72a60552145a54b0bcff2047,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Delta T - Design,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228715,387,1554090300000.0,1524598200000.0,,,,Hot Water System_Dist Supply Temp Error,,,23,1.4,Virtual,434,18,b15df6b31b82dda13be9f3b69e30945e,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Supply Temp Error,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228731,387,1554090300000.0,1538366400000.0,,,,Boiler System_OA Wet Bulb Temp (Reference value),F,,2,32,Outside Air Wet Bulb Temperature,226,1,c894aff9951f51894d3a84a5ce9c101d,nyserda+0000096580+hotWaterPlant+Boiler System_OA Wet Bulb Temp (Reference value),22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228729,387,1554090300000.0,1538366400000.0,,,,Boiler System_OA Temp (Reference value),F,,2,36,Outside Air Temperature,76,1,d6702d9f25f73d28339bc3b32665245d,nyserda+0000096580+hotWaterPlant+Boiler System_OA Temp (Reference value),22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228719,387,1554090300000.0,1524594600000.0,,,,Boiler System_System Enable,On/Off,,20,Yes,Command,166,11,7350e0b82086dd8becb56d34839f32a9,nyserda+0000096580+hotWaterPlant+Boiler System_System Enable,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228725,387,1538365500000.0,1522555200000.0,,,,Primary HW Supply_Present Value,F,,2,123.8,Hot Water Supply Temperature,88,1,2889241071707a646e1db2ed3dfa0079,nyserda+0000096580+hotWaterPlant+Primary HW Supply_Present Value,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228723,387,1538365500000.0,1522555200000.0,,,,Primary HW Return_Present Value,F,,2,120,Hot Water Return Temperature,92,1,7d0ca27821a3e311571995f1db35e7a1,nyserda+0000096580+hotWaterPlant+Primary HW Return_Present Value,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228732,387,1554090300000.0,1538366400000.0,,,,Hot Water System_OA Wet Bulb Temp (Reference value),F,,2,32,Outside Air Wet Bulb Temperature,226,1,1ea2213b5404aa0da54915e63137c2da,nyserda+0000096580+hotWaterPlant+Hot Water System_OA Wet Bulb Temp (Reference value),22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228730,387,1554090300000.0,1538366400000.0,,,,Hot Water System_OA Temp (Reference value),F,,2,36,Outside Air Temperature,76,1,d52fcb6cd4fb54d80279431cf0e3c5cc,nyserda+0000096580+hotWaterPlant+Hot Water System_OA Temp (Reference value),22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228728,387,1554090300000.0,1538366400000.0,,,,Hot Water System_OA Humidity (Reference value),%,,3,62,Outside Air Humidity,98,2,4d87cd35a8ebe8d8e9b69a8bd5b06af1,nyserda+0000096580+hotWaterPlant+Hot Water System_OA Humidity (Reference value),22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228727,387,1554090300000.0,1538366400000.0,,,,Boiler System_OA Humidity (Reference value),%,,3,62,Outside Air Humidity,98,2,cd9ef7519927ff67fc18aadc36b2acbe,nyserda+0000096580+hotWaterPlant+Boiler System_OA Humidity (Reference value),22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228724,387,1554090300000.0,1524595500000.0,,,,Hot Water System_Dist Supply Temp,F,,2,138.8,Hot Water Supply Temperature,88,1,993902ebbe7cc67ca9d1140f0ea1cf7c,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Supply Temp,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228722,387,1554090300000.0,1524595500000.0,,,,Hot Water System_Dist Return Temp,F,,2,129.9,Hot Water Return Temperature,92,1,25c6ef5eec267a3289f7712d3cde5b55,nyserda+0000096580+hotWaterPlant+Hot Water System_Dist Return Temp,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228718,387,1554090300000.0,1524595500000.0,,,,Hot Water System_Load: Calc,,,23,0,Virtual,434,18,8205c7447829e9873d5cb37b229dc143,nyserda+0000096580+hotWaterPlant+Hot Water System_Load: Calc,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228713,387,1554090300000.0,1524594600000.0,,,,Hot Water System_Config: Flow Type,,,23,Variable Primary Flow,Virtual,434,18,e3b2bf9a5ee02d1f4e67600d665a088c,nyserda+0000096580+hotWaterPlant+Hot Water System_Config: Flow Type,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228712,387,1554090300000.0,1524594600000.0,,,,Hot Water System_Config: Application Type,,,23,Heating HW,Virtual,434,18,6d243a3f81eec3655acb687ee2c5f525,nyserda+0000096580+hotWaterPlant+Hot Water System_Config: Application Type,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
228711,387,1554090300000.0,1524595500000.0,,,,Boiler System_Load: Calc,,,23,0,Virtual,434,18,5aa7bd4092f2abebab9b0aee4cd8fdf6,nyserda+0000096580+hotWaterPlant+Boiler System_Load: Calc,22512,387,96580,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
