id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
198103,138,1566878400000.0,1551410585000.0,,,,2543 Decatur Avenue Boiler High Pressure Limit,,,23,false,Virtual,434,18,5cbf8495dd79ff53f62da7c7c1b6379a,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler High Pressure Limit,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198094,138,1566878400000.0,1551410588000.0,,,,2543 Decatur Avenue Boiler Bypass Status,On/Off,,20,false,Status,121,11,64df8020b1348d21f46ae83cb56ca9f7,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Bypass Status,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198092,138,1566937841000.0,1551411266000.0,,,,2543 Decatur Avenue Boiler Boiler Status,On/Off,,20,false,Status,121,11,fe178b3e52e3d4d70a519d0312b39119,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Boiler Status,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198098,138,1566936900000.0,1551415500000.0,,,,2543 Decatur Avenue Boiler Condensate Return Temperature Setpoint,F,,2,180,Condenser Water Return Temperature Setpoint,389,1,b410224b6ef987062cdee0e64d0ca27a,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Condensate Return Temperature Setpoint,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198113,138,1566937800000.0,1551415500000.0,,,,2543 Decatur Avenue Boiler Target Building Temperature,F,,2,73,Zone Temperature,77,1,ca4e0f3a42b379ff518a96e33f8b5a80,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Target Building Temperature,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198109,138,1566937800000.0,1551415500000.0,,,,2543 Decatur Avenue Boiler Outdoor Air Temperature,F,,2,75.69,Outside Air Temperature,76,1,1d2f518f101f108e4217e45469474d67,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Outdoor Air Temperature,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198106,138,1566937800000.0,1551415500000.0,,,,2543 Decatur Avenue Boiler Makeup Water,ft3,,27,0,Water Consumption,224,22,c278b85d61465309266d7fc87bd622f5,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Makeup Water,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198102,138,1566937841000.0,1551411274000.0,,,,2543 Decatur Avenue Boiler Gas,,,23,false,Virtual,434,18,cf3a5bf95eedacddb1e92451c7f12c2e,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Gas,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198108,138,1566878400000.0,1551410586000.0,,,,2543 Decatur Avenue Boiler Outdoor Air Enable Status,On/Off,,20,false,Status,121,11,08065a5336b064d0267020a4f627927e,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Outdoor Air Enable Status,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
198107,138,1566878400000.0,1551410588000.0,,,,2543 Decatur Avenue Boiler Oil,,,23,false,Virtual,434,18,bd691e4e63eda5c7a38b9fac7d69b5d8,nyserda+0000108366+boiler+2543 Decatur Avenue Boiler Oil,18086,138,108366,BLR,Boiler,,"['boiler', 'hvac']"
