id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
387448,232,1598929200000.0,1595538559000.0,,,100 Lawn Terrace Boiler Season,,,?,23,0.0,Virtual,434,18,087fd1ba5b06f902cf685d818ca2b895,nyserda+0000099291+boiler-1+100 Lawn Terrace Boiler Season,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
387447,232,1598931900000.0,1577854800000.0,,,100 Lawn Terrace Boiler Outside Air Temperature,,,f,2,70.24,Outside Air Temperature,76,1,a91307de6e6782ed150d177fb69b3ff6,nyserda+0000099291+boiler-1+100 Lawn Terrace Boiler Outside Air Temperature,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
387446,232,1598929200000.0,1577854800000.0,,,100 Lawn Terrace Boiler Outside Air Enable Status,,,on/off,20,0.0,Status,121,11,27d30f487fbd5601e2f1c85e0ed1ff24,nyserda+0000099291+boiler-1+100 Lawn Terrace Boiler Outside Air Enable Status,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
387445,232,1598929200000.0,1585332897000.0,,,100 Lawn Terrace Boiler Haystack Online Status,,,?,23,1.0,Virtual,434,18,3ff1795c421159e464031f2ec07cc854,nyserda+0000099291+boiler-1+100 Lawn Terrace Boiler Haystack Online Status,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
387444,232,1598846400000.0,1577854800000.0,,,100 Lawn Terrace Boiler Flame Failure,,,on/off,20,0.0,Failure Status,284,11,c8fe90608bcf5772666241fc78a9333c,nyserda+0000099291+boiler-1+100 Lawn Terrace Boiler Flame Failure,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
206341,232,1577853900000.0,1541043900000.0,,,100 Lawn Terrace Boiler Outdoor Air Temperature,100 Lawn Terrace Boiler Outdoor Air Temperature,F,f,2,42.20,Outside Air Temperature,76,1,61ac2417496495975054107315feab38,nyserda+0000099291+boiler+100 Lawn Terrace Boiler Outdoor Air Temperature,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
206340,232,1577851200000.0,1539714150000.0,,,100 Lawn Terrace Boiler Outdoor Air Enable Status,100 Lawn Terrace Boiler Outdoor Air Enable Status,On/Off,on/off,20,true,Status,121,11,4172416be4999e70cfa37bd85c290212,nyserda+0000099291+boiler+100 Lawn Terrace Boiler Outdoor Air Enable Status,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
206339,232,1598931900000.0,1541043900000.0,,,100 Lawn Terrace Boiler Hot Water Supply Temperature,100 Lawn Terrace Boiler Hot Water Supply Temperature,F,f,2,83.58,Hot Water Supply Temperature,88,1,8c1c9ffaca3f6c449e42be3c64acbbc1,nyserda+0000099291+boiler+100 Lawn Terrace Boiler Hot Water Supply Temperature,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
206338,232,1598931900000.0,1541043900000.0,,,100 Lawn Terrace Boiler Hot Water Return Temperature,100 Lawn Terrace Boiler Hot Water Return Temperature,F,f,2,80.24,Hot Water Return Temperature,92,1,27785ba499ee882d04cedec3e6b0afab,nyserda+0000099291+boiler+100 Lawn Terrace Boiler Hot Water Return Temperature,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
206337,232,1598931900000.0,1541043900000.0,,,100 Lawn Terrace Boiler Hot Water Mix Valve Position,100 Lawn Terrace Boiler Hot Water Mix Valve Position,%,%,3,0.0,Damper Position,147,7,0f5b0556d23701a40a3b7cc94423b77d,nyserda+0000099291+boiler+100 Lawn Terrace Boiler Hot Water Mix Valve Position,33923,232,99291,BLR,Boiler,,"['boiler', 'hvac']"
