id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
273947,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Target Building Temperature,,,23,74,Virtual,434,18,da295e984ad6ba6d68088d27545d46f9,nyserda+0000108774+boiler+215 E 59th Street Boiler Target Building Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273946,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Steam Pressure,psi,,5,0.03,Steam Pressure,175,3,3b6cfc7f285915dae7ae2c3f89911814,nyserda+0000108774+boiler+215 E 59th Street Boiler Steam Pressure,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273945,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Stack Temperature,,,23,95.99,Virtual,434,18,183213185e0be63bdf30dc39d4029878,nyserda+0000108774+boiler+215 E 59th Street Boiler Stack Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273944,421,1566878400000.0,1551330000000.0,,,,215 E 59th Street Boiler Spill Switch,On/Off,,20,FALSE,Status,121,11,8905f2cc3bf3ca2ff57ad4e7783c535d,nyserda+0000108774+boiler+215 E 59th Street Boiler Spill Switch,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273943,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Outdoor Air Temperature,F,,2,74.87,Outside Air Temperature,76,1,dc540278911761f215ee7bb32f83ed0e,nyserda+0000108774+boiler+215 E 59th Street Boiler Outdoor Air Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273942,421,1566878400000.0,1551330000000.0,,,,215 E 59th Street Boiler Outdoor Air Enable Status,On/Off,,20,FALSE,Status,121,11,bc4ca0ec8452dea37f95c4cff5185190,nyserda+0000108774+boiler+215 E 59th Street Boiler Outdoor Air Enable Status,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273941,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Makeup Water,ft3,,27,0,Water Consumption,224,22,aa5c0c0601aa50b3537fac92922d032e,nyserda+0000108774+boiler+215 E 59th Street Boiler Makeup Water,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273940,421,1566878400000.0,1551330000000.0,,,,215 E 59th Street Boiler Low Water Cutoff,,,23,FALSE,Virtual,434,18,269aa513fa8bb4d3e425d14411494a38,nyserda+0000108774+boiler+215 E 59th Street Boiler Low Water Cutoff,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273939,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Hot Water Coil Temperature,F,,2,166.99,Hot Water Supply Temperature,88,1,c3c0adce4a259f9a4c0fedc2ce3c8a1c,nyserda+0000108774+boiler+215 E 59th Street Boiler Hot Water Coil Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273938,421,1566878400000.0,1551330000000.0,,,,215 E 59th Street Boiler High Pressure Limit,,,23,FALSE,Virtual,434,18,cbb7648f97c7d0f5f1173b3d532864bf,nyserda+0000108774+boiler+215 E 59th Street Boiler High Pressure Limit,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273937,421,1566933063000.0,1551416153000.0,,,,215 E 59th Street Boiler Gas,On/Off,,20,FALSE,Status,121,11,24bd56da96bd50f2efa876a48fbd3611,nyserda+0000108774+boiler+215 E 59th Street Boiler Gas,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273936,421,1566878400000.0,1551330000000.0,,,,215 E 59th Street Boiler Flame Status,On/Off,,20,FALSE,Status,121,11,e8c7182fb7efc6cf6f3b2cfedae108d4,nyserda+0000108774+boiler+215 E 59th Street Boiler Flame Status,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273935,421,1566937272000.0,1552364100000.0,,,,215 E 59th Street Boiler Effective Building Temperature,,,23,73.92,Virtual,434,18,2a762f33776edf27a08b50c1f8f9f9db,nyserda+0000108774+boiler+215 E 59th Street Boiler Effective Building Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273934,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Domestic Hot Water Temperature,F,,2,135.01,Hot Water Supply Temperature,88,1,16ec93830c5d19b31c47cbf49e7d4076,nyserda+0000108774+boiler+215 E 59th Street Boiler Domestic Hot Water Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273933,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Condensate Return Temperature Setpoint,F,,2,180,Condenser Water Return Temperature Setpoint,389,1,56062d8ad0e18afda3807fb4a8d3fe80,nyserda+0000108774+boiler+215 E 59th Street Boiler Condensate Return Temperature Setpoint,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
273932,421,1566936900000.0,1551415500000.0,,,,215 E 59th Street Boiler Condensate Return Temperature,F,,2,77.30,Condenser Water Return Temperature,388,1,2acd35adc3f6f460961cb54cc160fd89,nyserda+0000108774+boiler+215 E 59th Street Boiler Condensate Return Temperature,26336,421,108774,BLR,Boiler,,"['boiler', 'hvac']"
