id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
222768,354,1535773500000.0,1519676100000.0,,,,DHW Plant_Dist Supply Temp In Control,,,23,Yes,Virtual,434,18,4aa74834266b0948aee02b14b81e607b,nyserda+0000082140+hotWaterPlant+DHW Plant_Dist Supply Temp In Control,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222778,354,1535773500000.0,1519675200000.0,,,,DHW Tank 2_Domestic HW Temp: Leaving,F,,2,120.2,Hot Water Supply Temperature,88,1,d2758ca313ad2d7007b7a4ea720db740,nyserda+0000082140+hotWaterPlant+DHW Tank 2_Domestic HW Temp: Leaving,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222777,354,1535773500000.0,1519675200000.0,,,,DHW Tank 2_Domestic HW Temp Setpoint: Active,F,,2,120,Hot Water Supply Temperature Setpoint,131,1,67d3a164e617412412a621996e974451,nyserda+0000082140+hotWaterPlant+DHW Tank 2_Domestic HW Temp Setpoint: Active,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222776,354,1535773500000.0,1519675200000.0,,,,DHW Tank 2_Domestic HW Pump Output,On/Off,,20,On,Status,121,11,30d2e10257604816be2ee86ba58f4173,nyserda+0000082140+hotWaterPlant+DHW Tank 2_Domestic HW Pump Output,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222775,354,1535773500000.0,1519675200000.0,,,,DHW Tank 2_Domestic HW Flow Status,On/Off,,20,Yes,Status,121,11,e9e329252b3f39ce7e8dd0dee38af553,nyserda+0000082140+hotWaterPlant+DHW Tank 2_Domestic HW Flow Status,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222774,354,1535773500000.0,1519675200000.0,,,,DHW Tank 1_Domestic HW Temp: Leaving,F,,2,116.7,Hot Water Supply Temperature,88,1,b652062a6b18b2cee5c5655f9d0a73b8,nyserda+0000082140+hotWaterPlant+DHW Tank 1_Domestic HW Temp: Leaving,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222773,354,1535773500000.0,1519675200000.0,,,,DHW Tank 1_Domestic HW Temp Setpoint: Active,F,,2,120,Hot Water Supply Temperature Setpoint,131,1,2c9ad58ca4c5a74d6caf2fb79c946712,nyserda+0000082140+hotWaterPlant+DHW Tank 1_Domestic HW Temp Setpoint: Active,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222772,354,1535773500000.0,1519675200000.0,,,,DHW Tank 1_Domestic HW Pump Output,On/Off,,20,On,Status,121,11,885ada7c081bec0363125314f142d8af,nyserda+0000082140+hotWaterPlant+DHW Tank 1_Domestic HW Pump Output,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222771,354,1535773500000.0,1519675200000.0,,,,DHW Tank 1_Domestic HW Flow Status,On/Off,,20,Yes,Status,121,11,fc4276730bbfe75ee271044a02b73e35,nyserda+0000082140+hotWaterPlant+DHW Tank 1_Domestic HW Flow Status,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222770,354,1535773500000.0,1519675200000.0,,,,DHW Plant_Dist Supply Temp Setpoint: Active,F,,2,120,Hot Water Supply Temperature Setpoint,131,1,643fdbbc1571e885d0fdbdab769c5b9f,nyserda+0000082140+hotWaterPlant+DHW Plant_Dist Supply Temp Setpoint: Active,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222769,354,1535773500000.0,1519675200000.0,,,,DHW Plant_Dist Supply Temp,F,,2,116.2,Hot Water Supply Temperature,88,1,73794bc024b109ab8e3b148ce9de01d2,nyserda+0000082140+hotWaterPlant+DHW Plant_Dist Supply Temp,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
222767,354,1535773500000.0,1519675200000.0,,,,DHW Plant_Plant Enable,On/Off,,20,Yes,Command,166,11,be5da61c888582840869341afe5190b1,nyserda+0000082140+hotWaterPlant+DHW Plant_Plant Enable,21634,354,82140,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
