id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
224525,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Supply Temperature Zone 2,F,,2,108.25,Hot Water Supply Temperature,88,1,87335fbb71c37fd13bad2250fd435f60,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Supply Temperature Zone 2,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224517,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Coil Temperature,F,,2,181.25,Hot Water Supply Temperature,88,1,d4a84660e69c4873df37d63ebca768e9,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Coil Temperature,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224520,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Return Temperature Zone 3,F,,2,102.21,Hot Water Return Temperature,92,1,1767d978fce23302bb41ac88f04d1b60,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Return Temperature Zone 3,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224523,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Supply Setpoint Zone 3,F,,2,113.33,Hot Water Supply Temperature Setpoint,131,1,f82381631246774955d9ffc26e396d97,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Supply Setpoint Zone 3,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224519,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Return Temperature Zone 2,F,,2,110.81,Hot Water Return Temperature,92,1,9232f19a49e7a610ad900267d1cee5b5,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Return Temperature Zone 2,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224532,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Valve Position Zone 1,%,,3,0,Damper Position,147,7,6496e2681d75bf44f4a9e355c0bb44cd,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Valve Position Zone 1,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224518,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Return Temperature Zone 1,F,,2,91.75,Hot Water Return Temperature,92,1,346900660de2422a27b5316dbe721ce7,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Return Temperature Zone 1,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224513,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Boiler Hot Water Return Temperature,F,,2,177.84,Hot Water Return Temperature,92,1,506a120ff0d6551a82aa9f3430f9d3f2,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Boiler Hot Water Return Temperature,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224531,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Outdoor Air Temperature,F,,2,36.66,Outside Air Temperature,76,1,4d90a20fc3753543f2e3125eafd9341f,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Outdoor Air Temperature,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224533,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Valve Position Zone 2,%,,3,1.07,Damper Position,147,7,c9915c800e92ba475704cf9cb18a3e8b,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Valve Position Zone 2,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224514,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Boiler Hot Water Supply Temperature,F,,2,185.65,Hot Water Supply Temperature,88,1,f5e150f7e21407534586db940ca17979,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Boiler Hot Water Supply Temperature,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224529,357,1580529600000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Indoor Air Enable Status Zone 3,On/Off,,20,false,Status,121,11,e455f0096265adc09a1eba97cd3f8e23,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Indoor Air Enable Status Zone 3,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224527,357,1580529600000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Indoor Air Enable Status Zone 1,On/Off,,20,false,Status,121,11,4ecfc80297f53c5fdf134d71d5952286,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Indoor Air Enable Status Zone 1,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224515,357,1580529600000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Common Boiler Status,On/Off,,20,false,Status,121,11,6d2d77e686f41d590af9b70864cb47b4,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Common Boiler Status,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224526,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Supply Temperature Zone 3,F,,2,103.40,Hot Water Supply Temperature,88,1,0c3e7cd246f04591ac3d1e33487d7f64,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Supply Temperature Zone 3,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224516,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Domestic Hot Water Temperature,F,,2,137.76,Hot Water Supply Temperature,88,1,639e7bc2379b32d82dda43ad93887de0,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Domestic Hot Water Temperature,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224522,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Supply Setpoint Zone 2,F,,2,113.33,Hot Water Supply Temperature Setpoint,131,1,31dbe86cc1d892cd8533ee8f9322b9b6,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Supply Setpoint Zone 2,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224521,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Supply Setpoint Zone 1,F,,2,103.33,Hot Water Supply Temperature Setpoint,131,1,672f029af0388d08786ed4aa0fb86ed2,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Supply Setpoint Zone 1,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224534,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Valve Position Zone 3,%,,3,5.36,Damper Position,147,7,df77e956fb7b844049731eea423b77ff,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Valve Position Zone 3,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224524,357,1580532300000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Hot Water Supply Temperature Zone 1,F,,2,91.60,Hot Water Supply Temperature,88,1,c8474b7eecc39ce25d25dabe13d4a8ae,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Hot Water Supply Temperature Zone 1,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224530,357,1580529600000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Outdoor Air Enable Status,On/Off,,20,true,Status,121,11,dd9eb521b7a8601689a9fe24958f2c3b,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Outdoor Air Enable Status,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
224528,357,1580529600000.0,1575176400000.0,,,,905 Palmer Avenue Boiler Indoor Air Enable Status Zone 2,On/Off,,20,false,Status,121,11,b1c7d77cf217debf75c22b3f0b6f8eea,nyserda+0000129887+boiler+905 Palmer Avenue Boiler Indoor Air Enable Status Zone 2,21813,357,129887,BLR,Boiler,,"['boiler', 'hvac']"
