id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
197962,137,1572579900000.0,1541044800000.0,,,,Heating Hot Water Plant_Prod Temp: Supply,F,,2,70.3,Hot Water Supply Temperature,88,1,126801aef81091fcced6a7d6bcb19668,nyserda+0000092406+hotWaterPlant+Heating Hot Water Plant_Prod Temp: Supply,18068,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197961,137,1572579900000.0,1541044800000.0,,,,Heating Hot Water Plant_Prod Temp: Return,F,,2,112.7,Hot Water Return Temperature,92,1,253d7ffc2c40635ad377d3eb2a1221e3,nyserda+0000092406+hotWaterPlant+Heating Hot Water Plant_Prod Temp: Return,18068,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197959,137,1572579900000.0,1541044800000.0,,,,Heating Hot Water Plant_Dist Supply Temp,F,,2,70.3,Hot Water Supply Temperature,88,1,40280ef22ac95920e7500e628bb22db2,nyserda+0000092406+hotWaterPlant+Heating Hot Water Plant_Dist Supply Temp,18068,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197960,137,1572579900000.0,1541044800000.0,,,,Heating Hot Water Plant_Plant Enable,On/Off,,20,No,Command,166,11,e93fe8268f01f1d18ca57aa1d8efdc62,nyserda+0000092406+hotWaterPlant+Heating Hot Water Plant_Plant Enable,18068,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197958,137,1572579900000.0,1541044800000.0,,,,Heating Hot Water Plant_Dist Delta T: Active,F,,2,42.4,Hot Water Differential Temperature,95,1,9fda0ef62f5fe1ee2ac5d01697dfed3d,nyserda+0000092406+hotWaterPlant+Heating Hot Water Plant_Dist Delta T: Active,18068,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197979,137,1572579900000.0,1541044800000.0,,,,Domestic Hot Water Plant_Prod Temp: Supply,F,,2,141.9,Hot Water Supply Temperature,88,1,35f9de4cbf813ec6114cbee9f8317ed4,nyserda+0000092406+domesticHotWaterPlant+Domestic Hot Water Plant_Prod Temp: Supply,18074,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197977,137,1572579900000.0,1541044800000.0,,,,Domestic Hot Water Plant_Dist Supply Temp Setpoint: Active,F,,2,100,Hot Water Supply Temperature Setpoint,131,1,ab52eea8d74bb83e00fd832d566fcad9,nyserda+0000092406+domesticHotWaterPlant+Domestic Hot Water Plant_Dist Supply Temp Setpoint: Active,18074,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197976,137,1572579900000.0,1541044800000.0,,,,Domestic Hot Water Plant_Dist Supply Temp In Control,,,23,Yes,Virtual,434,18,a59a360bcc7b161317e520e90e18de9f,nyserda+0000092406+domesticHotWaterPlant+Domestic Hot Water Plant_Dist Supply Temp In Control,18074,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197978,137,1572579900000.0,1541044800000.0,,,,Domestic Hot Water Plant_Plant Enable,On/Off,,20,Yes,Command,166,11,908b7570add53f3aef4a76fd5e379037,nyserda+0000092406+domesticHotWaterPlant+Domestic Hot Water Plant_Plant Enable,18074,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197975,137,1572579900000.0,1541044800000.0,,,,Domestic Hot Water Plant_Dist Supply Temp Error,,,23,41.9,Virtual,434,18,c8fc3f319925050ca6feac683769dac7,nyserda+0000092406+domesticHotWaterPlant+Domestic Hot Water Plant_Dist Supply Temp Error,18074,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
197974,137,1572579900000.0,1541044800000.0,,,,Domestic Hot Water Plant_Dist Supply Temp,F,,2,141.9,Hot Water Supply Temperature,88,1,cd101d7f928de2b111217074f2a2439a,nyserda+0000092406+domesticHotWaterPlant+Domestic Hot Water Plant_Dist Supply Temp,18074,137,92406,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
