id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
267115,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX SecWtrDifPres,Heat Exchangers HX SecWtrDifPres,,?,23,36.75,Virtual,434,18,a57b05f4659cff07415b74211147577e,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX SecWtrDifPres,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267114,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX2Vlv2_3Pos,Heat Exchangers HX RHX2Vlv2_3Pos,%,%,3,0,Hot Water Valve Position,159,7,03dad5999e860c3f279f5bab0f3a11ea,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX2Vlv2_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267113,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX2Vlv1_3Pos,Heat Exchangers HX RHX2Vlv1_3Pos,%,%,3,0,Hot Water Valve Position,159,7,5b358c28f99afda6038bc94b6eaa041a,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX2Vlv1_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267109,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX2HWSTmp,Heat Exchangers HX RHX2HWSTmp,F,f,2,83.55,Hot Water Supply Temperature,88,1,75b813c5454551c5ef57b464f33770fc,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX2HWSTmp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267108,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX2HWRTmp,Heat Exchangers HX RHX2HWRTmp,F,f,2,84.53,Hot Water Return Temperature,92,1,9cdb3e127246ae91b27167001439eb64,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX2HWRTmp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267106,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX1Vlv2_3Pos,Heat Exchangers HX RHX1Vlv2_3Pos,%,%,3,0,Hot Water Valve Position,159,7,bcd10a99433b6e9028541d442e8fb8de,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX1Vlv2_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267105,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX1Vlv1_3Pos,Heat Exchangers HX RHX1Vlv1_3Pos,%,%,3,0,Hot Water Valve Position,159,7,59060c1bb40a42398d6ea9949e98264f,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX1Vlv1_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267102,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX1HWSTmpMax,Heat Exchangers HX RHX1HWSTmpMax,,?,23,180,Virtual,434,18,3c464f6328959b3d489829e620ae4ffa,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX1HWSTmpMax,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267101,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHX1HWSTmp,Heat Exchangers HX RHX1HWSTmp,F,f,2,82.04,Hot Water Supply Temperature,88,1,30828ad13b4ac73beb5b499ae136f45f,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHX1HWSTmp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267099,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RhWntrMode,Heat Exchangers HX RhWntrMode,,?,23,1,Virtual,434,18,bf454e03536e24afdc5bb0634145ceab,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RhWntrMode,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267098,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RhDifPrSp,Heat Exchangers HX RhDifPrSp,psi,psi,5,9,Hot Water Differential Pressure Setpoint,138,3,6af1d96d8d4a9f371fc617cbc395f00a,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RhDifPrSp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267097,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX RHDifPr,Heat Exchangers HX RHDifPr,psi,psi,5,7.92,Hot Water Differential Pressure,107,3,ed1d9e479eff540f0b25c2cc0b599216,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX RHDifPr,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267095,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PrHtEna,Heat Exchangers HX PrHtEna,On/Off,on/off,20,0.48,Command,166,11,f08e6ac47eb8800702d595b339a1617d,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PrHtEna,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267094,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2Vlv2_3Pos,Heat Exchangers HX PHX2Vlv2_3Pos,%,%,3,0,Hot Water Valve Position,159,7,40d143a5a606abb30cb765083d578b81,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2Vlv2_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267093,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2Vlv1_3Pos,Heat Exchangers HX PHX2Vlv1_3Pos,%,%,3,0,Hot Water Valve Position,159,7,4839e2d0ed2cd566e75043ead7f53994,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2Vlv1_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267092,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2HWSTmpSp,Heat Exchangers HX PHX2HWSTmpSp,F,f,2,140.04,Hot Water Supply Temperature Setpoint,131,1,e820c04b7ac65104ad2a7b963a4db7ea,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2HWSTmpSp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267091,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2HWSTmpMin,Heat Exchangers HX PHX2HWSTmpMin,,?,23,140,Virtual,434,18,680497418d042d962d0c25a1d4b60eac,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2HWSTmpMin,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267090,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2HWSTmpMax,Heat Exchangers HX PHX2HWSTmpMax,,?,23,180,Virtual,434,18,de9d94a6b37e5b9ec809a9a3614d5c05,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2HWSTmpMax,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267089,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2HWSTmp,Heat Exchangers HX PHX2HWSTmp,F,f,2,197.42,Hot Water Supply Temperature,88,1,3c1c1e4cf77314c7c8abd9b55a14d2cf,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2HWSTmp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267088,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX2HWRTmp,Heat Exchangers HX PHX2HWRTmp,F,f,2,208.93,Hot Water Return Temperature,92,1,2175edaa1f42c5162a775e95a08cc9be,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX2HWRTmp,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
267087,417,1633059900000.0,1538366400000.0,,,Heat Exchangers HX PHX1Vlv2_3Pos,Heat Exchangers HX PHX1Vlv2_3Pos,%,%,3,0,Hot Water Valve Position,159,7,cd942edb7bd6b246ceb3299499bfe1c7,nyserda+0000084120+hotWaterPlant+Heat Exchangers HX PHX1Vlv2_3Pos,25720,417,78797,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
