id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
344418,461,1598929200000.0,1585332897000.0,,,105 E 29th Street Boiler Haystack Online Status,,On/Off,?,23,1.0,Virtual,434,18,a6bf3e2ec8de01cf18cf102b5c595560,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Haystack Online Status,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344415,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Effective Building Temperature,,F,?,23,76.29,Virtual,434,18,aa80db26bf2e684beb2c691bb7deef40,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Effective Building Temperature,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344429,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Target Building Temperature,,?,?,23,69.0,Virtual,434,18,e38b98ec9aba332698029bd194a1427b,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Target Building Temperature,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344428,461,1598929200000.0,1577854800000.0,,,105 E 29th Street Boiler System Thermal Lockout,,?,?,23,0.0,Virtual,434,18,f5632e1e701437d6af8cddd487e53451,nyserda+0000137940+boiler-1+105 E 29th Street Boiler System Thermal Lockout,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344427,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Steam Pressure,,psi,psi,5,0.0,Steam Pressure,175,3,efc76a9faed8ea6caf6ebebdf6b1fcf6,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Steam Pressure,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344426,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Stack Temperature,,?,?,23,63.64,Virtual,434,18,15098a9a7cfb7ed9755eed89f4d8d576,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Stack Temperature,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344425,461,1598929200000.0,1577854800000.0,,,105 E 29th Street Boiler Season,,?,?,23,0.0,Virtual,434,18,bd2237b177385256719032f112c6fac5,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Season,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344424,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Outside Air Temperature,,F,f,2,75.12,Outside Air Temperature,76,1,57f1d0e09b8d15c7013e1c40aef458d5,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Outside Air Temperature,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344423,461,1598929200000.0,1577854800000.0,,,105 E 29th Street Boiler Outside Air Enable Status,,On/Off,on/off,20,0.0,Status,121,11,9ed235141c79c0f19be4802e71a62990,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Outside Air Enable Status,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344422,461,1598929200000.0,1577854800000.0,,,105 E 29th Street Boiler Oil,,?,?,23,0.0,Virtual,434,18,b7ff348fdd2da346cd9ac1743fe5cf80,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Oil,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344421,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Makeup Water,,?,?,23,0.0,Virtual,434,18,206e7cdec47b92efdf24644abb702a69,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Makeup Water,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344420,461,1598929200000.0,1577854800000.0,,,105 E 29th Street Boiler Indoor Air Enable Status,,On/Off,on/off,20,0.0,Status,121,11,6122efe0e54f910d78e81711fbd2ebfc,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Indoor Air Enable Status,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
344419,461,1598931900000.0,1577854800000.0,,,105 E 29th Street Boiler Hot Water Coil Temperature,,F,f,2,82.08,Hot Water Supply Temperature,88,1,2e711b498c05dadf74e7e82dc0e73451,nyserda+0000137940+boiler-1+105 E 29th Street Boiler Hot Water Coil Temperature,30465,461,137940,BLR,Boiler,,"['boiler', 'hvac']"
