id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
198466,140,1544139000000.0,1535774400000.0,,,,Heating Plant_Weather Station ID,,,23,68,Virtual,434,18,07c44876f1fb3c20c98c7eec9ada3cdb,nyserda+0000083483+hotWaterPlant+Heating Plant_Weather Station ID,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198467,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Weather Station Name,,,23,Bangalore,Virtual,434,18,45c61bf172c7baa5bf0e050da2adf213,nyserda+0000083483+hotWaterPlant+Heating Plant_Weather Station Name,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198465,140,1551415500000.0,1535774400000.0,,,,Steam Valve 7 Position_Present Value,,,23,TRUE,Virtual,434,18,f4a0f704b7eb83c2ba111ff28bdc1a03,nyserda+0000083483+hotWaterPlant+Steam Valve 7 Position_Present Value,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198462,140,1551415500000.0,1535774400000.0,,,,Heating Plant_OA Temp (Reference value),F,,2,31,Outside Air Temperature,76,1,364436cf50f651665f53004580af1063,nyserda+0000083483+hotWaterPlant+Heating Plant_OA Temp (Reference value),18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198463,140,1551415500000.0,1535774400000.0,,,,Heating Plant_OA Wet Bulb Temp (Reference value),F,,2,25.2,Outside Air Wet Bulb Temperature,226,1,91f9b9f637c10e699a798861b689e0f3,nyserda+0000083483+hotWaterPlant+Heating Plant_OA Wet Bulb Temp (Reference value),18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198464,140,1551415500000.0,1535774400000.0,,,,HW Manual Setpoint_Present Value,,,23,TRUE,Virtual,434,18,f2a8078d001dbc8a5236d03a459f814d,nyserda+0000083483+hotWaterPlant+HW Manual Setpoint_Present Value,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198459,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Dist Supply Temp In Control,,,23,Yes,Virtual,434,18,5a71cf73ea4abb3890bd103f0f616b83,nyserda+0000083483+hotWaterPlant+Heating Plant_Dist Supply Temp In Control,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198458,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Dist Supply Temp Error,,,23,0.7,Virtual,434,18,828d8e670c5af5160513525868d84274,nyserda+0000083483+hotWaterPlant+Heating Plant_Dist Supply Temp Error,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198461,140,1551415500000.0,1535774400000.0,,,,Heating Plant_OA Humidity (Reference value),%,,3,33,Outside Air Humidity,98,2,e785eb484ddf910a323052ae6f194779,nyserda+0000083483+hotWaterPlant+Heating Plant_OA Humidity (Reference value),18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198460,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Dist Supply Temp Setpoint: Active,F,,2,153,Hot Water Supply Temperature Setpoint,131,1,29f2caa95ec859779fbb664e9a4479dc,nyserda+0000083483+hotWaterPlant+Heating Plant_Dist Supply Temp Setpoint: Active,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198457,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Dist Supply Temp,F,,2,153.6,Hot Water Supply Temperature,88,1,d8a3b12e22928617596e4d2aeadc795d,nyserda+0000083483+hotWaterPlant+Heating Plant_Dist Supply Temp,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198456,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Config: Flow Type,,,23,Constant Flow,Virtual,434,18,8f81eb8e169dcf1be5e64210c2b50069,nyserda+0000083483+hotWaterPlant+Heating Plant_Config: Flow Type,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
198455,140,1551415500000.0,1535774400000.0,,,,Heating Plant_Config: Application Type,,,23,Heating HW,Virtual,434,18,e44df9bb8a3fa53ff7583bf5fb2f977f,nyserda+0000083483+hotWaterPlant+Heating Plant_Config: Application Type,18103,140,83483,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
