id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
310108,441,1560485100000.0,1550542200000.0,,,245 E 149th St. Boiler-3 Outlet Temp,,?,?,23,108.15,Virtual,434,18,046cd17596fdb5854c66001ee13fe177,nyserda+0000088737+boiler-3+245 E 149th St. Boiler-3 Outlet Temp,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310080,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 Air Temp,,?,?,23,49.16,Virtual,434,18,fed382d044f4476924f7352e67408786,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Air Temp,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310081,441,1560485100000.0,1550700900000.0,,,225 E 149th St. Boiler-3 Exhaust Temp,,F,f,2,177.94,Exhaust Air Temperature,86,1,7f8cf2eb6758f1d4b26e23c8a1e9602f,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Exhaust Temp,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310082,441,1560571200000.0,1550504179000.0,,,225 E 149th St. Boiler-3 Fault Code,,?,?,23,0,Virtual,434,18,c0491928431a70f9d98f74bf5de93fc4,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Fault Code,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310083,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 FFWD Temp,,?,?,23,75.88,Virtual,434,18,16cc376560d5a03765e241e1de0bc398,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 FFWD Temp,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310084,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 Fire Rate In,,?,?,23,29,Virtual,434,18,9a41ed04901f8d54a56c6470c4239ac7,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Fire Rate In,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310085,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 Fire Rate Out,,?,?,23,0,Virtual,434,18,f03c83a670e26a29f85f8b85f91c6640,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Fire Rate Out,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310086,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 Flame Strength,,?,?,23,0,Virtual,434,18,e092620019bb8d543a4df41030f48fe7,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Flame Strength,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310087,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 Inlet Temp,,?,?,23,43.69,Virtual,434,18,287940c2df9d8d5158a2d798bfd60c7c,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Inlet Temp,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310088,441,1560485100000.0,1550504400000.0,,,225 E 149th St. Boiler-3 Outlet Temp,,?,?,23,43.45,Virtual,434,18,0edcc58d49666ac365b9b2b73fd0170d,nyserda+0000088737+boiler-3+225 E 149th St. Boiler-3 Outlet Temp,28799,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
