id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
310144,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 Outlet Temp,,?,?,23,108.98,Virtual,434,18,083d56141ea4b95cce7b484cdb96ee32,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Outlet Temp,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310135,441,1603907100000.0,1588305600000.0,,,225 E 149th St. Boiler Hot Water-4 Type [Boiler 4],,?,?,23,0,Virtual,434,18,47437253dfb7a6045fc19dc97b40879a,nyserda+0000088737+boiler-4+225 E 149th St. Boiler Hot Water-4 Type [Boiler 4],28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310136,441,1560485100000.0,1550542800000.0,,,245 E 149th St. Boiler-4 Air Temp,,?,?,23,60.47,Virtual,434,18,658cdef6d7283b6a616d693190fbdbb9,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Air Temp,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310137,441,1560485100000.0,1550542800000.0,,,245 E 149th St. Boiler-4 Exhaust Temp,,F,f,2,172.32,Exhaust Air Temperature,86,1,ba764d284a3fba12ce92b25daacc286e,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Exhaust Temp,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310138,441,1560571200000.0,1550542752000.0,,,245 E 149th St. Boiler-4 Fault Code,,?,?,23,0,Virtual,434,18,77e15f132e9a7f45369693cb780f69dd,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Fault Code,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310139,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 FFWD Temp,,?,?,23,168.60,Virtual,434,18,aebddbfd0982c9b2431d249134228920,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 FFWD Temp,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310140,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 Fire Rate In,,?,?,23,0,Virtual,434,18,3b3bbee1392ad97c4183cb886e242483,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Fire Rate In,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310141,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 Fire Rate Out,,?,?,23,0,Virtual,434,18,1d49d8bf1d3ec7a46dcb6977f43a7cb4,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Fire Rate Out,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310142,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 Flame Strength,,?,?,23,0,Virtual,434,18,15982a27cb7dab692e1e297db814c02a,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Flame Strength,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310143,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 Inlet Temp,,?,?,23,108.15,Virtual,434,18,035a37249c332c94d2c985751450100d,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Inlet Temp,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310134,441,1589548500000.0,1588305600000.0,,,225 E 149th St. Boiler Hot Water-4 Supply Temperature,,F,f,2,127,Hot Water Supply Temperature,88,1,fc7f7676c2eedf065dfaa36a17327ed2,nyserda+0000088737+boiler-4+225 E 149th St. Boiler Hot Water-4 Supply Temperature,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310145,441,1560485100000.0,1550543100000.0,,,245 E 149th St. Boiler-4 Oxygen Level,,?,?,23,0,Virtual,434,18,03a17b6c84d21839e224c491ce845f0d,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Oxygen Level,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
310146,441,1560571200000.0,1550543038000.0,,,245 E 149th St. Boiler-4 Unit Status,,?,?,23,0,Virtual,434,18,6a8afc32c8d63485e842cb46d44c6c72,nyserda+0000088737+boiler-4+245 E 149th St. Boiler-4 Unit Status,28800,441,88737,BLR,Boiler,,"['boiler', 'hvac']"
