id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
221830,349,1577854724000.0,1572580800000.0,,,,60 W Broad Street Boiler Condensate Return Temperature Zone 1,F,,2,158.48,Condenser Water Return Temperature,388,1,35a8fc150e27cb30f25166bc6d8d5c26,nyserda+0000132641+boiler+60 W Broad Street Boiler Condensate Return Temperature Zone 1,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221828,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Condensate Return Temperature Setpoint Zone 2,F,,2,150,Condenser Water Return Temperature Setpoint,389,1,963ba3d0d112bf6703618c94f9508e1f,nyserda+0000132641+boiler+60 W Broad Street Boiler Condensate Return Temperature Setpoint Zone 2,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221841,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Steam Pressure,psi,,5,0.05,Steam Pressure,175,3,83381bd1e39ce7d9acdae29c05c2ab42,nyserda+0000132641+boiler+60 W Broad Street Boiler Steam Pressure,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221829,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Condensate Return Temperature Setpoint Zone 3,F,,2,150,Condenser Water Return Temperature Setpoint,389,1,e848a7964c3409729d9f9748f8d659ab,nyserda+0000132641+boiler+60 W Broad Street Boiler Condensate Return Temperature Setpoint Zone 3,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221832,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Condensate Return Temperature Zone 3,F,,2,181.29,Condenser Water Return Temperature,388,1,4208a8085ee6ed99f85996f6208e26a8,nyserda+0000132641+boiler+60 W Broad Street Boiler Condensate Return Temperature Zone 3,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221835,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Hot Water Coil Temperature,F,,2,198.69,Outside Air Temperature,76,1,46a6d8ce7e619104594e0a2ee2de50a3,nyserda+0000132641+boiler+60 W Broad Street Boiler Hot Water Coil Temperature,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221831,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Condensate Return Temperature Zone 2,F,,2,171.76,Condenser Water Return Temperature,388,1,75a7066bb5d6a268e197edf753c8a55a,nyserda+0000132641+boiler+60 W Broad Street Boiler Condensate Return Temperature Zone 2,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221827,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Condensate Return Temperature Setpoint Zone 1,F,,2,150,Condenser Water Return Temperature Setpoint,389,1,9c6ce2e7611c6b96fb1e7ba163c60142,nyserda+0000132641+boiler+60 W Broad Street Boiler Condensate Return Temperature Setpoint Zone 1,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221839,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Outdoor Air Temperature,F,,2,45.76,Outside Air Temperature,76,1,723f5e67cff4ab867a230dc1e6c6b0b6,nyserda+0000132641+boiler+60 W Broad Street Boiler Outdoor Air Temperature,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221833,349,1577853900000.0,1572580800000.0,,,,60 W Broad Street Boiler Domestic Hot Water Temperature,F,,2,123.67,Hot Water Supply Temperature,88,1,4fce5f3f2f45fdb7f770f9c4aeb0166d,nyserda+0000132641+boiler+60 W Broad Street Boiler Domestic Hot Water Temperature,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221837,349,1577853461000.0,1572580800000.0,,,,60 W Broad Street Boiler Indoor Air Enable Status Zone 2,On/Off,,20,false,Status,121,11,1dc759151f98ae0ab5e9b86bf47da5cc,nyserda+0000132641+boiler+60 W Broad Street Boiler Indoor Air Enable Status Zone 2,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221825,349,1577853259000.0,1572580800000.0,,,,60 W Broad Street Boiler Boiler Status,On/Off,,20,false,Status,121,11,de9721afff0abaa3f413189ece1b2752,nyserda+0000132641+boiler+60 W Broad Street Boiler Boiler Status,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221843,349,1577853257000.0,1572580800000.0,,,,60 W Broad Street Boiler Valve Command Zone 2,%,,3,false,Damper Position,147,7,52f089fa6416e882a3f52e014ad9adb4,nyserda+0000132641+boiler+60 W Broad Street Boiler Valve Command Zone 2,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221838,349,1577852561000.0,1572580800000.0,,,,60 W Broad Street Boiler Indoor Air Enable Status Zone 3,On/Off,,20,false,Status,121,11,57a63c5c7d390c2d8f83ae1a4eca0d8f,nyserda+0000132641+boiler+60 W Broad Street Boiler Indoor Air Enable Status Zone 3,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221842,349,1577851838000.0,1572580800000.0,,,,60 W Broad Street Boiler Valve Command Zone 1,%,,3,false,Damper Position,147,7,5051504a43a9bfb1f6e44719401be360,nyserda+0000132641+boiler+60 W Broad Street Boiler Valve Command Zone 1,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221834,349,1577851200000.0,1572580800000.0,,,,60 W Broad Street Boiler Flame Status,On/Off,,20,false,Status,121,11,6a11635bb09918b9794998667ae97318,nyserda+0000132641+boiler+60 W Broad Street Boiler Flame Status,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221836,349,1577851200000.0,1572580800000.0,,,,60 W Broad Street Boiler Indoor Air Enable Status Zone 1,On/Off,,20,true,Status,121,11,2c6bb1677f4ff7471c9e6179a4770e37,nyserda+0000132641+boiler+60 W Broad Street Boiler Indoor Air Enable Status Zone 1,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
221840,349,1577851200000.0,1572580800000.0,,,,60 W Broad Street Boiler Outside Air Enable Status,On/Off,,20,true,Status,121,11,c88577ae2817244c16c90664a2cc337f,nyserda+0000132641+boiler+60 W Broad Street Boiler Outside Air Enable Status,21578,349,132641,BLR,Boiler,,"['boiler', 'hvac']"
