id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
208556,256,1583037600000.0,1567310400000.0,,,,B205 Tons Tons,tons,,33,0.02,Real Power,221,13,e560ca2e547842801bb3cc266b573d47,nyserda+0000135785+hotWaterPlant+B205 Tons Tons,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208557,256,1583037600000.0,1567310400000.0,,,,B250 Tons Tons,tons,,33,239.95,Real Power,221,13,e895a7c37c54f53e5f607a1d3aa0efaf,nyserda+0000135785+hotWaterPlant+B250 Tons Tons,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208552,256,1598889300000.0,1569428100000.0,,,,B133/B132 Total Boiler Gas Flow CFH,cfm,,7,0,Gas Flow,401,39,970d72151b403d500effa57e5b0d5adb,nyserda+0000135785+hotWaterPlant+B133/B132 Total Boiler Gas Flow CFH,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208550,256,1598889300000.0,1569428100000.0,,,,B133 Plant HP Gas Flow CFH,cfm,,7,199404.20,Gas Flow,401,39,438cbadb4e3d9611892356025c44f913,nyserda+0000135785+hotWaterPlant+B133 Plant HP Gas Flow CFH,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208554,256,1598889300000.0,1567310400000.0,,,,B191 Steam Flow Pph,lb/hr,,9,12390.54,Steam Supply Flow,176,9,8ae67d8013870c42ba10a2e6f8948ed8,nyserda+0000135785+hotWaterPlant+B191 Steam Flow Pph,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208551,256,1598889300000.0,1569428100000.0,,,,B133 Plant Total Boiler Steam Flow Pph,lb/hr,,9,43128.41,Steam Supply Flow,176,9,4092b9b0b6bc2b6b4fc3015d23075254,nyserda+0000135785+hotWaterPlant+B133 Plant Total Boiler Steam Flow Pph,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208553,256,1598889300000.0,1569428100000.0,,,,B133/B132 Total Export Steam Flow Pph,lb/hr,,9,36889.07,Steam Supply Flow,176,9,913eacf0ed52968a60aeba354c4742d7,nyserda+0000135785+hotWaterPlant+B133/B132 Total Export Steam Flow Pph,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208546,256,1598889300000.0,1567310400000.0,,,,B132 Plant Total Parasitic Elec kW KW,kW,,17,70,Real Power,221,13,2cc3d6f72a932aaa5b4961fc49339aa1,nyserda+0000135785+hotWaterPlant+B132 Plant Total Parasitic Elec kW KW,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208545,256,1598889300000.0,1567310400000.0,,,,B132 Plant Total Generated Elec kW KW,kW,,17,0,Real Power,221,13,b68a21c55a144d78d17c61b0c5d93dc4,nyserda+0000135785+hotWaterPlant+B132 Plant Total Generated Elec kW KW,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208549,256,1598889300000.0,1567310400000.0,,,,B133 CoGen 2 Generated Elec kW KW,kW,,17,7584,Real Power,221,13,ce9649f8eac9dfbeb3fce2588f1796b7,nyserda+0000135785+hotWaterPlant+B133 CoGen 2 Generated Elec kW KW,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208544,256,1598889300000.0,1569428100000.0,,,,B132 Plant Total FO Flow GPM,gpm,,8,0,Hot Water Supply Flow,115,5,d205e7c8d9326a61a07898ee801642ce,nyserda+0000135785+hotWaterPlant+B132 Plant Total FO Flow GPM,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208555,256,1583037600000.0,1567310400000.0,,,,B200B222 CHW Tons (raw) Tons,tons,,33,728.22,Real Power,221,13,d64afb881f361f889246de3df24a425c,nyserda+0000135785+hotWaterPlant+B200B222 CHW Tons (raw) Tons,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208547,256,1598889300000.0,1569428100000.0,,,,B132 Plant Total T/G Steam Energy Flow KBTU/hr,kBTU/hr,,23,0,Steam Consumption,413,14,a50ece3ab43fabdf57dedeac145cfcb2,nyserda+0000135785+hotWaterPlant+B132 Plant Total T/G Steam Energy Flow KBTU/hr,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208548,256,1598889300000.0,1567310400000.0,,,,B133 CoGen 1 Generated Elec kW KW,kW,,17,7301,Real Power,221,13,40b94bc859ba2c4ab2badb35951496c4,nyserda+0000135785+hotWaterPlant+B133 CoGen 1 Generated Elec kW KW,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
208543,256,1598889300000.0,1569428100000.0,,,,B132 Plant Total Boiler Steam Flow Pph,lb/hr,,9,4383.10,Steam Supply Flow,176,9,9b509385279b4b685e5936db718c2955,nyserda+0000135785+hotWaterPlant+B132 Plant Total Boiler Steam Flow Pph,19740,256,135785,HWS,Hot Water Plant,,"['hvac', 'hotWaterPlant']"
