timestamp,426_26947_283219,426_26949_283227,426_26950_283233,426_26952_283241
2017-12-01T05:00:00Z,0.0,0.0,45.950285027273,0.0
2017-12-01T05:15:00Z,0.0,0.0,2.2144715675794218,0.0
2017-12-01T05:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T05:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T06:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T06:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T06:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T06:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T07:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T07:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T07:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T07:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T08:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T08:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T08:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T08:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T09:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T09:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T09:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T09:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T10:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T10:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T10:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T10:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T11:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T11:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T11:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T11:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T12:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T12:15:00Z,0.0,0.0,0.0,0.0
2017-12-01T12:30:00Z,0.0,0.0,0.0,0.0
2017-12-01T12:45:00Z,0.0,0.0,0.0,0.0
2017-12-01T13:00:00Z,0.0,0.0,0.0,0.0
2017-12-01T13:15:00Z,0.0,0.0,16.054918864950807,0.0
2017-12-01T13:30:00Z,0.0,0.0,31.556219838006758,0.0
2017-12-01T13:45:00Z,0.0,0.0,47.61113870295756,0.0
2017-12-01T14:00:00Z,0.0,0.0,37.64601664885017,0.0
2017-12-01T14:15:00Z,0.0,0.0,38.19963454074502,0.0
2017-12-01T14:30:00Z,0.0,0.0,36.81558981100788,0.0
2017-12-01T14:45:00Z,0.0,0.0,36.53878086506046,0.0
2017-12-01T15:00:00Z,0.0,0.0,36.81558981100788,0.0
2017-12-01T15:15:00Z,0.0,0.0,37.9228255947976,0.0
2017-12-01T15:30:00Z,0.0,0.0,37.9228255947976,0.0
2017-12-01T15:45:00Z,0.0,0.0,43.45900451374615,0.0
2017-12-01T16:00:00Z,0.0,0.0,45.950285027273,0.0
2017-12-01T16:15:00Z,0.0,0.0,46.78071186511528,0.0
2017-12-01T16:30:00Z,0.0,0.0,46.50390291916786,0.0
2017-12-01T16:45:00Z,0.0,0.0,46.50390291916786,0.0
2017-12-01T17:00:00Z,0.0,0.0,46.50390291916786,0.0
2017-12-01T17:15:00Z,0.0,0.0,43.18219556779872,0.0
2017-12-01T17:30:00Z,0.0,0.0,38.753252432639876,0.0
2017-12-01T17:45:00Z,0.0,0.0,36.81558981100788,0.0
2017-12-01T18:00:00Z,0.0,0.0,37.64601664885017,0.0
2017-12-01T18:15:00Z,0.0,0.0,38.476443486692446,0.0
2017-12-01T18:30:00Z,0.0,0.0,44.84304924348329,0.0
2017-12-01T18:45:00Z,0.0,0.0,42.35176872995644,0.0
2017-12-01T19:00:00Z,0.0,0.0,44.28943135158844,0.0
2017-12-01T19:15:00Z,0.0,0.0,45.950285027273,0.0
2017-12-01T19:30:00Z,0.0,0.0,45.39666713537814,0.0
2017-12-01T19:45:00Z,0.0,0.0,43.45900451374615,0.0
2017-12-01T20:00:00Z,0.0,0.0,42.07495978400902,0.0
2017-12-01T20:15:00Z,0.0,0.0,45.39666713537814,0.0
2017-12-01T20:30:00Z,0.0,0.0,45.950285027273,0.0
2017-12-01T20:45:00Z,0.0,0.0,44.84304924348329,0.0
2017-12-01T21:00:00Z,0.0,0.0,40.13729716237702,0.0
2017-12-01T21:15:00Z,0.0,0.0,42.62857767590387,0.0
2017-12-01T21:30:00Z,0.0,0.0,43.45900451374615,0.0
2017-12-01T21:45:00Z,0.0,0.0,44.01262240564101,0.0
2017-12-01T22:00:00Z,0.0,0.0,42.62857767590387,0.0
2017-12-01T22:15:00Z,0.0,0.0,41.79815083806159,0.0
2017-12-01T22:30:00Z,0.0,0.0,43.73581345969358,0.0
2017-12-01T22:45:00Z,0.0,0.0,41.79815083806159,0.0
2017-12-01T23:00:00Z,0.0,0.0,37.9228255947976,0.0
2017-12-01T23:15:00Z,32.940264567743895,14.394065189266241,39.030061378587305,0.0
2017-12-01T23:30:00Z,42.90538662185129,22.9751425136365,39.583679270482165,0.0
2017-12-01T23:45:00Z,50.37922816243185,36.53878086506046,38.753252432639876,0.0
2017-12-02T00:00:00Z,39.583679270482165,21.59109778389936,41.52134189211415,0.0
2017-12-02T00:15:00Z,29.895366162322194,11.349166783844534,42.35176872995644,0.0
2017-12-02T00:30:00Z,29.341748270427342,15.224492027108527,38.476443486692446,0.0
2017-12-02T00:45:00Z,28.234512486637627,24.08237829742621,41.52134189211415,0.0
2017-12-02T01:00:00Z,31.833028783954184,26.850467756900485,44.01262240564101,0.0
2017-12-02T01:15:00Z,28.234512486637627,18.823008324425086,37.09239875695531,0.0
2017-12-02T01:30:00Z,31.279410892059328,20.760670946057076,39.583679270482165,0.0
2017-12-02T01:45:00Z,29.895366162322194,39.583679270482165,40.13729716237702,0.0
2017-12-02T02:00:00Z,31.002601946111906,44.56624029753586,38.476443486692446,0.0
2017-12-02T02:15:00Z,30.448984054217053,54.25455340569582,46.50390291916786,0.0
2017-12-02T02:30:00Z,29.06493932447991,34.87792718937589,44.84304924348329,0.0
2017-12-02T02:45:00Z,30.72579300016448,20.48386200010965,45.67347608132557,0.0
2017-12-02T03:00:00Z,30.448984054217053,18.823008324425086,45.67347608132557,0.0
2017-12-02T03:15:00Z,31.002601946111906,1.6608536756845662,44.28943135158844,0.0
2017-12-02T03:30:00Z,29.341748270427342,0.0,45.67347608132557,0.0
2017-12-02T03:45:00Z,3.3217073513691324,0.0,46.22709397322043,0.0
2017-12-02T04:00:00Z,0.0,0.0,45.39666713537814,0.0
2017-12-02T04:15:00Z,0.0,0.0,42.62857767590387,0.0
2017-12-02T04:30:00Z,0.0,0.0,39.86048821642959,0.0
2017-12-02T04:45:00Z,0.0,0.0,39.30687032453473,0.0
2017-12-02T05:00:00Z,0.0,0.0,38.476443486692446,0.0
2017-12-02T05:15:00Z,0.0,0.0,1.6608536756845662,0.0
2017-12-02T05:30:00Z,0.0,0.0,0.0,0.0
2017-12-02T05:45:00Z,0.0,0.0,0.0,0.0
2017-12-02T06:00:00Z,0.0,0.0,0.0,0.0
2017-12-02T06:15:00Z,0.0,0.0,0.0,0.0
2017-12-02T06:30:00Z,0.0,0.0,0.0,0.0
2017-12-02T06:45:00Z,0.0,0.0,0.0,0.0
2017-12-02T07:00:00Z,0.0,0.0,0.0,0.0
