timestamp,426_26948_283224,426_26951_283238,426_26953_283249
2017-12-01T05:00:00Z,0.0,33.19,0.0
2017-12-01T05:15:00Z,0.0,39.7,0.0
2017-12-01T05:30:00Z,0.0,52.06,0.0
2017-12-01T05:45:00Z,0.0,72.2,0.0
2017-12-01T06:00:00Z,0.0,77.96,0.0
2017-12-01T06:15:00Z,0.0,77.65,0.0
2017-12-01T06:30:00Z,0.0,79.29,0.0
2017-12-01T06:45:00Z,0.0,82.65,0.0
2017-12-01T07:00:00Z,0.0,84.08,0.0
2017-12-01T07:15:00Z,0.0,85.5,0.0
2017-12-01T07:30:00Z,0.0,90.81,0.0
2017-12-01T07:45:00Z,0.0,93.32,0.0
2017-12-01T08:00:00Z,0.0,95.0,0.0
2017-12-01T08:15:00Z,0.0,95.0,0.0
2017-12-01T08:30:00Z,0.0,95.0,0.0
2017-12-01T08:45:00Z,0.0,95.0,0.0
2017-12-01T09:00:00Z,0.0,95.0,0.0
2017-12-01T09:15:00Z,0.0,95.0,0.0
2017-12-01T09:30:00Z,0.0,95.0,0.0
2017-12-01T09:45:00Z,0.0,95.0,0.0
2017-12-01T10:00:00Z,0.0,95.0,0.0
2017-12-01T10:15:00Z,0.0,95.0,0.0
2017-12-01T10:30:00Z,0.0,95.0,0.0
2017-12-01T10:45:00Z,0.0,95.0,0.0
2017-12-01T11:00:00Z,0.0,95.0,0.0
2017-12-01T11:15:00Z,0.0,95.0,0.0
2017-12-01T11:30:00Z,0.0,95.0,0.0
2017-12-01T11:45:00Z,0.0,95.0,0.0
2017-12-01T12:00:00Z,0.0,95.0,0.0
2017-12-01T12:15:00Z,0.0,95.0,0.0
2017-12-01T12:30:00Z,0.0,95.0,0.0
2017-12-01T12:45:00Z,0.0,95.0,0.0
2017-12-01T13:00:00Z,0.0,95.0,0.0
2017-12-01T13:15:00Z,0.0,95.0,0.0
2017-12-01T13:30:00Z,0.0,95.0,0.0
2017-12-01T13:45:00Z,0.0,95.0,0.0
2017-12-01T14:00:00Z,0.0,95.0,0.0
2017-12-01T14:15:00Z,0.0,95.0,0.0
2017-12-01T14:30:00Z,0.0,95.0,0.0
2017-12-01T14:45:00Z,0.0,95.0,0.0
2017-12-01T15:00:00Z,0.0,95.0,0.0
2017-12-01T15:15:00Z,0.0,95.0,0.0
2017-12-01T15:30:00Z,0.0,95.0,0.0
2017-12-01T15:45:00Z,0.0,95.0,0.0
2017-12-01T16:00:00Z,0.0,95.0,0.0
2017-12-01T16:15:00Z,0.0,95.0,0.0
2017-12-01T16:30:00Z,0.0,95.0,0.0
2017-12-01T16:45:00Z,0.0,95.0,0.0
2017-12-01T17:00:00Z,0.0,95.0,0.0
2017-12-01T17:15:00Z,0.0,95.0,0.0
2017-12-01T17:30:00Z,0.0,95.0,0.0
2017-12-01T17:45:00Z,0.0,95.0,0.0
2017-12-01T18:00:00Z,0.0,95.0,0.0
2017-12-01T18:15:00Z,0.0,95.0,0.0
2017-12-01T18:30:00Z,0.0,95.0,0.0
2017-12-01T18:45:00Z,0.0,95.0,0.0
2017-12-01T19:00:00Z,0.0,95.0,0.0
2017-12-01T19:15:00Z,0.0,95.0,0.0
2017-12-01T19:30:00Z,0.0,95.0,0.0
2017-12-01T19:45:00Z,0.0,95.0,0.0
2017-12-01T20:00:00Z,0.0,95.0,0.0
2017-12-01T20:15:00Z,0.0,94.7,0.0
2017-12-01T20:30:00Z,0.0,93.93,0.0
2017-12-01T20:45:00Z,0.0,94.47,0.0
2017-12-01T21:00:00Z,0.0,94.69,0.0
2017-12-01T21:15:00Z,0.0,94.92,0.0
2017-12-01T21:30:00Z,0.0,95.0,0.0
2017-12-01T21:45:00Z,0.0,95.0,0.0
2017-12-01T22:00:00Z,13.81,95.0,0.0
2017-12-01T22:15:00Z,27.76,95.0,0.0
2017-12-01T22:30:00Z,26.46,94.54,0.0
2017-12-01T22:45:00Z,28.54,94.92,0.0
2017-12-01T23:00:00Z,29.69,94.83,0.0
2017-12-01T23:15:00Z,32.02,91.7,0.0
2017-12-01T23:30:00Z,33.25,92.0,0.0
2017-12-01T23:45:00Z,34.39,90.11,0.0
2017-12-02T00:00:00Z,40.75,85.72,0.0
2017-12-02T00:15:00Z,58.63,85.62,0.0
2017-12-02T00:30:00Z,56.02,92.74,0.0
2017-12-02T00:45:00Z,38.62,92.9,0.0
2017-12-02T01:00:00Z,36.24,95.0,0.0
2017-12-02T01:15:00Z,34.07,95.0,0.0
2017-12-02T01:30:00Z,35.08,95.0,0.0
2017-12-02T01:45:00Z,33.52,95.0,0.0
2017-12-02T02:00:00Z,35.48,95.0,0.0
2017-12-02T02:15:00Z,50.47,94.81,0.0
2017-12-02T02:30:00Z,34.61,94.58,0.0
2017-12-02T02:45:00Z,26.79,95.0,0.0
