timestamp,354_21670_223101,354_21674_223155,162_18310_199422
2018-02-01T05:00:00Z,70.0,74.5,55.1
2018-02-01T05:15:00Z,70.0,74.9,55.1
2018-02-01T05:30:00Z,70.0,74.9,55.1
2018-02-01T05:45:00Z,70.0,75.6,55.1
2018-02-01T06:00:00Z,70.0,75.7,55.1
2018-02-01T06:15:00Z,73.0,76.0,55.1
2018-02-01T06:30:00Z,73.7,76.1,55.1
2018-02-01T06:45:00Z,73.7,76.1,55.1
2018-02-01T07:00:00Z,74.4,77.0,55.1
2018-02-01T07:15:00Z,74.0,77.0,55.1
2018-02-01T07:30:00Z,74.0,77.5,55.1
2018-02-01T07:45:00Z,74.2,77.2,55.1
2018-02-01T08:00:00Z,74.4,77.0,55.1
2018-02-01T08:15:00Z,74.6,77.0,55.1
2018-02-01T08:30:00Z,74.8,77.6,55.1
2018-02-01T08:45:00Z,75.0,77.4,55.1
2018-02-01T09:00:00Z,75.4,77.4,55.1
2018-02-01T09:15:00Z,75.7,77.8,55.1
2018-02-01T09:30:00Z,75.9,77.8,55.1
2018-02-01T09:45:00Z,76.2,78.5,55.1
2018-02-01T10:00:00Z,76.2,78.2,55.1
2018-02-01T10:15:00Z,76.5,77.8,55.1
2018-02-01T10:30:00Z,76.7,77.9,55.1
2018-02-01T10:45:00Z,76.7,77.9,55.1
2018-02-01T11:00:00Z,77.0,79.9,55.1
2018-02-01T11:15:00Z,93.8,100.0,55.1
2018-02-01T11:30:00Z,100.0,100.0,55.1
2018-02-01T11:45:00Z,100.0,100.0,55.1
2018-02-01T12:00:00Z,99.5,99.9,55.1
2018-02-01T12:15:00Z,99.1,98.7,55.1
2018-02-01T12:30:00Z,96.3,97.1,55.0
2018-02-01T12:45:00Z,87.6,88.0,55.0
2018-02-01T13:00:00Z,74.5,77.4,55.0
2018-02-01T13:15:00Z,70.0,70.0,55.0
2018-02-01T13:30:00Z,70.0,70.0,55.0
2018-02-01T13:45:00Z,70.0,70.0,55.0
2018-02-01T14:00:00Z,70.0,70.0,55.0
2018-02-01T14:15:00Z,70.0,70.0,55.0
2018-02-01T14:30:00Z,70.0,70.0,55.0
2018-02-01T14:45:00Z,70.0,70.0,55.0
2018-02-01T15:00:00Z,70.0,70.0,55.0
2018-02-01T15:15:00Z,70.0,70.0,70.0
2018-02-01T15:30:00Z,70.0,70.0,64.5
2018-02-01T15:45:00Z,70.0,70.0,58.1
2018-02-01T16:00:00Z,70.0,70.0,55.0
2018-02-01T16:15:00Z,70.0,70.0,55.0
2018-02-01T16:30:00Z,70.0,70.0,55.0
2018-02-01T16:45:00Z,70.0,70.0,55.0
2018-02-01T17:00:00Z,70.0,70.0,55.0
2018-02-01T17:15:00Z,70.0,70.0,55.0
2018-02-01T17:30:00Z,70.0,70.0,55.0
2018-02-01T17:45:00Z,70.0,70.0,55.0
2018-02-01T18:00:00Z,70.0,70.0,55.0
2018-02-01T18:15:00Z,70.0,70.0,55.0
2018-02-01T18:30:00Z,70.0,70.0,55.0
2018-02-01T18:45:00Z,70.0,70.0,55.0
2018-02-01T19:00:00Z,70.0,70.0,55.0
2018-02-01T19:15:00Z,70.0,70.0,55.0
2018-02-01T19:30:00Z,70.0,70.0,55.0
2018-02-01T19:45:00Z,70.0,70.0,55.0
2018-02-01T20:00:00Z,70.0,70.0,55.0
2018-02-01T20:15:00Z,70.0,70.0,55.0
2018-02-01T20:30:00Z,70.0,70.0,55.0
2018-02-01T20:45:00Z,70.0,70.0,55.0
2018-02-01T21:00:00Z,70.0,70.0,55.0
2018-02-01T21:15:00Z,70.0,70.0,55.0
2018-02-01T21:30:00Z,70.0,70.0,55.0
2018-02-01T21:45:00Z,70.0,70.0,55.0
2018-02-01T22:00:00Z,70.0,70.0,55.0
2018-02-01T22:15:00Z,70.0,70.0,55.0
2018-02-01T22:30:00Z,70.0,70.0,55.0
2018-02-01T22:45:00Z,70.0,70.0,55.0
2018-02-01T23:00:00Z,70.0,70.0,55.0
2018-02-01T23:15:00Z,70.0,70.0,55.0
2018-02-01T23:30:00Z,70.0,70.0,55.0
2018-02-01T23:45:00Z,70.0,70.0,55.0
2018-02-02T00:00:00Z,70.0,70.0,55.0
2018-02-02T00:15:00Z,70.0,70.0,55.0
2018-02-02T00:30:00Z,70.0,70.0,55.0
2018-02-02T00:45:00Z,70.0,70.0,55.0
2018-02-02T01:00:00Z,70.0,70.0,55.0
2018-02-02T01:15:00Z,70.0,70.0,55.0
2018-02-02T01:30:00Z,70.0,70.0,55.0
2018-02-02T01:45:00Z,70.0,70.0,55.0
2018-02-02T02:00:00Z,70.0,70.0,55.0
2018-02-02T02:15:00Z,70.0,70.0,55.0
2018-02-02T02:30:00Z,70.0,70.0,55.0
2018-02-02T02:45:00Z,70.0,70.0,55.0
2018-02-02T03:00:00Z,70.0,70.0,55.0
2018-02-02T03:15:00Z,70.0,70.0,55.0
2018-02-02T03:30:00Z,70.0,70.0,55.0
2018-02-02T03:45:00Z,70.0,70.0,55.0
2018-02-02T04:00:00Z,70.0,70.0,55.0
2018-02-02T04:15:00Z,70.0,70.0,55.0
2018-02-02T04:30:00Z,70.0,70.0,55.0
2018-02-02T04:45:00Z,70.0,70.0,55.0
2018-02-02T05:00:00Z,70.0,70.0,55.0
2018-02-02T05:15:00Z,70.0,70.0,55.0
2018-02-02T05:30:00Z,70.0,70.0,55.0
2018-02-02T05:45:00Z,70.0,70.0,55.0
2018-02-02T06:00:00Z,70.0,70.0,55.0
2018-02-02T06:15:00Z,70.0,74.5,55.0
2018-02-02T06:30:00Z,70.0,75.9,55.0
2018-02-02T06:45:00Z,70.0,75.9,55.0
2018-02-02T07:00:00Z,70.0,77.0,55.0
2018-02-02T07:15:00Z,70.0,77.6,55.0
2018-02-02T07:30:00Z,70.0,77.4,55.0
2018-02-02T07:45:00Z,70.0,78.1,55.0
2018-02-02T08:00:00Z,74.1,79.4,55.0
2018-02-02T08:15:00Z,74.8,80.7,55.0
2018-02-02T08:30:00Z,75.0,80.7,55.0
2018-02-02T08:45:00Z,75.0,81.0,55.0
2018-02-02T09:00:00Z,76.4,82.2,55.0
2018-02-02T09:15:00Z,77.7,82.8,55.0
2018-02-02T09:30:00Z,78.3,84.1,55.0
2018-02-02T09:45:00Z,79.4,84.6,55.0
2018-02-02T10:00:00Z,80.8,84.8,55.0
2018-02-02T10:15:00Z,81.4,85.4,55.0
2018-02-02T10:30:00Z,82.0,86.6,55.0
2018-02-02T10:45:00Z,82.6,87.1,55.0
2018-02-02T11:00:00Z,83.3,100.0,55.0
2018-02-02T11:15:00Z,100.0,100.0,55.0
2018-02-02T11:30:00Z,100.0,100.0,55.0
2018-02-02T11:45:00Z,100.0,100.0,55.3
2018-02-02T12:00:00Z,100.0,100.0,55.3
2018-02-02T12:15:00Z,100.0,100.0,55.3
2018-02-02T12:30:00Z,99.8,100.0,55.0
2018-02-02T12:45:00Z,99.7,100.0,55.0
2018-02-02T13:00:00Z,99.2,100.0,55.0
2018-02-02T13:15:00Z,98.8,100.0,55.0
2018-02-02T13:30:00Z,95.9,99.5,55.0
2018-02-02T13:45:00Z,91.2,99.5,55.0
2018-02-02T14:00:00Z,84.5,98.4,55.0
2018-02-02T14:15:00Z,75.6,92.6,55.0
2018-02-02T14:30:00Z,70.0,86.6,55.0
2018-02-02T14:45:00Z,70.0,80.6,55.0
2018-02-02T15:00:00Z,70.0,75.5,55.0
2018-02-02T15:15:00Z,70.0,70.7,55.0
2018-02-02T15:30:00Z,70.0,70.0,55.0
2018-02-02T15:45:00Z,70.0,70.0,55.0
2018-02-02T16:00:00Z,70.0,70.0,55.0
2018-02-02T16:15:00Z,70.0,70.3,55.0
2018-02-02T16:30:00Z,70.0,70.4,55.0
2018-02-02T16:45:00Z,70.0,70.4,55.0
2018-02-02T17:00:00Z,70.0,70.4,55.0
